candidate_id,source_type,osm_id,candidate_lat,candidate_lon,candidate_kind,building,has_address,nearest_node,nearest_node_lat,nearest_node_lon,snap_distance_m,direct_station_distance_m,kept,filter_reason
node/12016413414,node,12016413414,-37.6556769,144.6007886,addressed_building_or_object,yes,True,6022,-37.65549850463867,144.6008758544922,21.27195118725341,5826.974545171134,True,kept
node/12016417959,node,12016417959,-37.6564121,144.6006552,addressed_building_or_object,yes,True,1341,-37.6566047668457,144.60043334960938,28.989429936941256,5748.16282759303,True,kept
node/12016422789,node,12016422789,-37.6559141,144.6003801,addressed_building_or_object,yes,True,6024,-37.655460357666016,144.60055541992188,52.761752775286496,5787.74367344691,True,kept
node/12016426766,node,12016426766,-37.65678,144.6003807,addressed_building_or_object,yes,True,1340,-37.65671157836914,144.6004180908203,8.289653409490144,5700.823537656523,True,kept
node/12016434203,node,12016434203,-37.6563543,144.600259,addressed_building_or_object,yes,True,1341,-37.6566047668457,144.60043334960938,31.79985836394067,5738.934041897683,True,kept
node/12016438793,node,12016438793,-37.6556256,144.6004362,addressed_building_or_object,yes,True,6024,-37.655460357666016,144.60055541992188,21.160331458403732,5818.873806891013,True,kept
node/12057272153,node,12057272153,-37.7130917,144.5921939,address_point_or_object,,True,15189,-37.713138580322266,144.59169006347656,44.62529019383741,2077.4774295756692,True,kept
node/12094222766,node,12094222766,-37.6955461,144.5643438,addressed_building_or_object,yes,True,8033,-37.695743560791016,144.56442260742188,23.025512425684294,1085.6721989499717,True,kept
node/12094227976,node,12094227976,-37.6951166,144.5644941,addressed_building_or_object,yes,True,8031,-37.69513320922851,144.56466674804688,15.30246087234015,1114.291240573596,True,kept
node/12094228031,node,12094228031,-37.6954616,144.5647449,addressed_building_or_object,yes,True,8032,-37.6953125,144.56460571289062,20.61177747073875,1070.5166456027132,True,kept
